"MarS screening time (sec)","MarS classification time (sec)","pairwise energy comp time (sec)","NBP matching time (sec)","time for decoupling of pairs (sec)","MixS classification time (sec)","MarS_gexp","MixS_gexp","screen.time_MV_gexp","class.time_MV_gexp","ERR_MV_gexp","screen.time_RRS_gexp","class.time_RRS_gexp","ERR_RRS_gexp","screen.time_KG_gexp","class.time_KG_gexp","ERR_KG_gexp","captured#Blocks","modelsize_MarS_gexp","modelsize_MixS_gexp","modelsize_MV_gexp","modelsize_RRS_gexp","modelsize_KG_gexp","capSig_MarS_gexp","capSig_MixS_gexp","capSig_MV_gexp","capSig_RRS_gexp","capSig_KG_gexp","capNoise_MarS_gexp","capNoise_MixS_gexp","capNoise_MV_gexp","capNoise_RRS_gexp","capNoise_KG_gexp","MarS screening time (sec)","MarS classification time (sec)","pairwise energy comp time (sec)","NBP matching time (sec)","time for decoupling of pairs (sec)","MixS classification time (sec)","MarS_gsqrt","MixS_gsqrt","screen.time_MV_gsqrt","class.time_MV_gsqrt","ERR_MV_gsqrt","screen.time_RRS_gsqrt","class.time_RRS_gsqrt","ERR_RRS_gsqrt","screen.time_KG_gsqrt","class.time_KG_gsqrt","ERR_KG_gsqrt","captured#Blocks","modelsize_MarS_gsqrt","modelsize_MixS_gsqrt","modelsize_MV_gsqrt","modelsize_RRS_gsqrt","modelsize_KG_gsqrt","capSig_MarS_gsqrt","capSig_MixS_gsqrt","capSig_MV_gsqrt","capSig_RRS_gsqrt","capSig_KG_gsqrt","capNoise_MarS_gsqrt","capNoise_MixS_gsqrt","capNoise_MV_gsqrt","capNoise_RRS_gsqrt","capNoise_KG_gsqrt","MarS screening time (sec)","MarS classification time (sec)","pairwise energy comp time (sec)","NBP matching time (sec)","time for decoupling of pairs (sec)","MixS classification time (sec)","MarS_glog","MixS_glog","screen.time_MV_glog","class.time_MV_glog","ERR_MV_glog","screen.time_RRS_glog","class.time_RRS_glog","ERR_RRS_glog","screen.time_KG_glog","class.time_KG_glog","ERR_KG_glog","captured#Blocks","modelsize_MarS_glog","modelsize_MixS_glog","modelsize_MV_glog","modelsize_RRS_glog","modelsize_KG_glog","capSig_MarS_glog","capSig_MixS_glog","capSig_MV_glog","capSig_RRS_glog","capSig_KG_glog","capNoise_MarS_glog","capNoise_MixS_glog","capNoise_MV_glog","capNoise_RRS_glog","capNoise_KG_glog","screen.time_MCSSVMLIN","class.time_MCSSVMLIN","ERR_MCSSVMLIN","screen.time_MCSSVMRBF","class.time_MCSSVMRBF","ERR_MCSSVMRBF","modelsize_MCSSVMLIN","modelsize_MCSSVMRBF","capSig_MCSSVMLIN","capSig_MCSSVMRBF","capNoise_MCSSVMLIN","capNoise_MCSSVMRBF"
0,0.0500000000029104,1.43000000000757,0,6.22000000000116,0.389999999999418,0.056,0.402,0,0.069999999992433,0.07,0,0.35999999998603,0.07,0,0.0800000000017462,0.07,0,4,2,10,10,10,4,1,4,4,4,6,6,0,0,0,0,0.0399999999935972,1.47999999999593,0,6.22000000000116,0.669999999998254,0.13,0.264,0.00999999999476131,0.360000000000582,0.148,0,0.369999999995343,0.148,0,0.360000000000582,0.148,1,4,1,10,10,10,4,1,4,4,4,6,7,0,0,0,0,0.0599999999976717,1.43000000000757,0,6.27000000000407,0.979999999995925,0.102,0.29,0.00999999999476131,0.0600000000122236,0.114,0,0.410000000003492,0.114,0,0.360000000000582,0.114,1,4,1,10,10,10,4,1,4,4,4,6,7,0,0,0,0.0149999999994179,0,0.522,0.0149999999994179,0.00999999999476131,0.482,10,10,4,4,0,0
0,0.0400000000081491,1.63999999999942,0,6.55999999999767,0.380000000004657,0.08,0.172,0,0.0799999999871943,0.078,0,0.659999999988941,0.078,0,0.360000000000582,0.078,1,3,1,10,10,10,3,1,4,4,4,7,8,0,0,0,0,0.0499999999883585,1.44999999999709,0,6.1200000000099,0.669999999998254,0.104,0.322,0,0.0500000000029104,0.106,0,0.330000000001746,0.106,0,0.660000000003492,0.106,1,3,1,10,10,10,3,1,4,4,4,7,8,0,0,0,0,0.0400000000081491,1.44999999999709,0,6.14999999999418,0.679999999993015,0.12,0.262,0.0200000000040745,0.330000000001746,0.112,0,0.360000000000582,0.112,0,0.360000000000582,0.112,1,3,1,10,10,10,3,1,4,4,4,7,8,0,0,0,0.479999999995925,0.0199999999895226,0.522,0.479999999995925,0,0.5,10,10,4,4,0,0
0,0.0800000000017462,1.42999999999302,0,12.4399999999878,1.44000000000233,0.076,0.44,0.00999999999476131,0.360000000000582,0.088,0,0.660000000003492,0.088,0,0.069999999992433,0.088,0,4,4,10,10,10,4,2,4,4,4,6,4,0,0,0,0,0.0399999999935972,1.44000000000233,0.0200000000040745,12.3499999999913,0.689999999987776,0.086,0.286,0,0.0599999999976717,0.104,0.0200000000040745,0.339999999996508,0.104,0,0.649999999994179,0.104,1,4,3,10,10,10,4,2,4,4,4,6,5,0,0,0,0,0.0599999999976717,1.45999999999185,0,12.3600000000006,0.990000000005239,0.1,0.502,0,0.330000000001746,0.106,0,0.0400000000081491,0.106,0.00999999999476131,0.360000000000582,0.106,0,4,4,10,10,10,4,2,4,4,4,6,4,0,0,0,0.629999999997381,0,0.502,0.629999999997381,0.0200000000040745,0.516,10,10,4,4,0,0
0,0.0499999999883585,1.49000000000524,0,6.23999999999069,0.380000000004657,0.07,0.418,0,0.0600000000122236,0.076,0,0.0500000000029104,0.076,0,0.0500000000029104,0.076,0,4,2,10,10,10,4,1,4,4,4,6,7,0,0,0,0,0.0499999999883585,1.60999999998603,0,6.16999999999825,0.360000000000582,0.226,0.362,0.0200000000040745,0.340000000011059,0.242,0,0.340000000011059,0.242,0,0.0599999999976717,0.242,1,4,1,10,10,10,4,1,4,4,4,6,8,0,0,0,0,0.0500000000029104,1.43999999998778,0,6.16000000000349,0.659999999988941,0.19,0.276,0,0.339999999996508,0.188,0,0.0599999999976717,0.188,0,0.659999999988941,0.188,1,4,1,10,10,10,4,1,4,4,4,6,8,0,0,0,0.165000000000873,0,0.574,0.165000000000873,0.0100000000093132,0.454,10,10,4,4,0,0
0,0.0500000000029104,1.49000000000524,0,6.27999999999884,0.380000000004657,0.046,0.446,0.0199999999895226,0.0499999999883585,0.054,0,0.360000000000582,0.054,0,0.660000000003492,0.054,0,4,2,10,10,10,4,1,4,4,4,6,6,0,0,0,0,0.0500000000029104,1.41000000000349,0,6.1299999999901,0.670000000012806,0.202,0.394,0.0200000000040745,0.0500000000029104,0.222,0,0.639999999999418,0.222,0.0100000000093132,0.0599999999976717,0.222,1,4,1,10,10,10,4,1,4,4,4,6,7,0,0,0,0,0.0599999999976717,1.42999999999302,0,6.16999999999825,0.379999999990105,0.14,0.394,0.00999999999476131,0.350000000005821,0.17,0,0.360000000000582,0.17,0.0199999999895226,0.360000000000582,0.17,1,4,1,10,10,10,4,1,4,4,4,6,7,0,0,0,0.80000000000291,0,0.506,0.80000000000291,0.0100000000093132,0.48,10,10,4,4,0,0
0,0.0600000000122236,1.41999999999825,0,6.27000000000407,0.380000000004657,0.074,0.42,0.0199999999895226,0.069999999992433,0.074,0,0.330000000001746,0.074,0,0.360000000000582,0.074,0,4,2,10,10,10,4,1,4,4,4,6,7,0,0,0,0,0.0499999999883585,1.42999999999302,0,6.17999999999302,0.360000000000582,0.176,0.382,0,0.639999999999418,0.216,0,0.340000000011059,0.216,0,0.0500000000029104,0.216,1,4,1,10,10,10,4,1,4,4,4,6,8,0,0,0,0,0.0399999999935972,1.56999999999243,0,6.19999999999709,0.679999999993015,0.152,0.302,0.0200000000040745,0.0599999999976717,0.164,0,0.0599999999976717,0.164,0,0.679999999993015,0.164,1,4,1,10,10,10,4,1,4,4,4,6,8,0,0,0,0.330000000001746,0,0.54,0.330000000001746,0.0200000000040745,0.516,10,10,4,4,0,0
0,0.0500000000029104,1.41999999999825,0,12.4100000000035,0.689999999987776,0.058,0.39,0.00999999999476131,0.360000000000582,0.082,0,0.360000000000582,0.082,0,0.0700000000069849,0.082,0,4,4,10,10,10,4,3,4,4,4,6,6,0,0,0,0.0200000000040745,0.0499999999883585,1.43000000000757,0,12.7400000000052,0.360000000000582,0.188,0.298,0.0199999999895226,0.349999999991269,0.198,0,0.069999999992433,0.198,0.0200000000040745,0.0700000000069849,0.198,2,4,2,10,10,10,4,2,4,4,4,6,7,0,0,0,0,0.0499999999883585,1.41999999999825,0,12.2799999999988,0.690000000002328,0.134,0.364,0.0199999999895226,0.349999999991269,0.176,0,0.069999999992433,0.176,0,0.360000000000582,0.176,1,4,2,10,10,10,4,1,4,4,4,6,6,0,0,0,1.11000000000058,0,0.51,1.11000000000058,0.0100000000093132,0.532,10,10,4,4,0,0
0,0.0500000000029104,1.42000000001281,0,6.25,0.679999999993015,0.06,0.184,0.0200000000040745,0.0599999999976717,0.072,0,0.349999999991269,0.072,0,0.069999999992433,0.072,1,4,1,10,10,10,4,1,4,4,4,6,8,0,0,0,0,0.0599999999976717,1.47000000000116,0,6.13999999999942,1.60999999998603,0.17,0.384,0.0100000000093132,0.0500000000029104,0.198,0,0.0400000000081491,0.198,0,0.0400000000081491,0.198,1,4,1,10,10,10,4,1,4,4,4,6,8,0,0,0,0,0.0500000000029104,1.59000000001106,0,6.11999999999534,0.689999999987776,0.132,0.378,0.0100000000093132,0.0500000000029104,0.142,0,0.0400000000081491,0.142,0,0.0399999999935972,0.142,1,4,1,10,10,10,4,1,4,4,4,6,8,0,0,0,0.32499999999709,0.0200000000040745,0.478,0.32499999999709,0.0199999999895226,0.454,10,10,4,4,0,0
0,0.0599999999976717,1.41999999999825,0,6.27999999999884,1.29999999998836,0.07,0.414,0.0100000000093132,0.0600000000122236,0.072,0,0.360000000000582,0.072,0,0.360000000000582,0.072,0,5,2,10,10,10,4,1,4,4,4,5,6,0,0,0,0,0.0499999999883585,1.44000000000233,0,6.15000000000873,1.27999999999884,0.282,0.378,0.0199999999895226,0.0499999999883585,0.29,0.00999999999476131,0.360000000000582,0.29,0,0.360000000000582,0.29,1,5,1,10,10,10,4,1,4,4,4,5,7,0,0,0,0,0.0599999999976717,1.47000000000116,0.0200000000040745,6.20000000001164,0.970000000001164,0.244,0.368,0.00999999999476131,0.360000000000582,0.252,0,0.389999999999418,0.252,0,0.069999999992433,0.252,1,5,1,10,10,10,4,1,4,4,4,5,7,0,0,0,0.485000000000582,0,0.532,0.485000000000582,0.0199999999895226,0.514,10,10,4,4,0,0
0,0.0599999999976717,1.44999999999709,0,6.52999999999884,1,0.056,0.414,0.00999999999476131,0.330000000001746,0.052,0,0.0600000000122236,0.052,0,0.0599999999976717,0.052,0,5,2,10,10,10,4,1,4,4,4,5,6,0,0,0,0,0.0500000000029104,1.43999999998778,0,6.13999999999942,0.669999999998254,0.132,0.264,0.00999999999476131,0.340000000011059,0.162,0,0.360000000000582,0.162,0,0.350000000005821,0.162,1,5,1,10,10,10,4,1,4,4,4,5,7,0,0,0,0,0.0599999999976717,1.43000000000757,0,6.35000000000582,0.979999999995925,0.11,0.268,0,0.360000000000582,0.128,0,0.069999999992433,0.128,0,0.0500000000029104,0.128,1,5,1,10,10,10,4,1,4,4,4,5,7,0,0,0,0.0250000000014552,0,0.472,0.0250000000014552,0,0.474,10,10,4,4,0,0
